시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,반려동물 동반 가능정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,입장(이용료)가격 정보,반려동물 전용 정보,최종작성일,리 명칭
고려종합동물병원,반려동물업,반려의료,동물병원,서울특별시,강서구,가양동,1480-5 번지,양천로57길,10-20 번,37.56262,126.853,7526,서울특별시 강서구 양천로57길 10-20,서울 강서구 가양동 1480-5,02-3661-8200,https://blog.naver.com/koreavet1,매주 일요일,월~토 09:30~19:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
고척원동물의료센터,반려동물업,반려의료,동물병원,서울특별시,구로구,고척동,76-38 번지,경인로,403 번,37.49796,126.8643,8227,서울특별시 구로구 경인로 403,서울 구로구 고척동 76-38,02-856-7582,https://blog.naver.com/oneamc,연중무휴,"월~토 10:00~20:00, 일 10:00~17:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
골드퍼피동물병원 공릉점,반려동물업,반려의료,동물병원,서울특별시,노원구,공릉동,596-5 번지,동일로,1014 번,37.6206,127.0749,1848,서울특별시 노원구 동일로 1014,서울 노원구 공릉동 596-5,02-971-5955,https://blog.naver.com/luvpet_jg,연중무휴,매일 11:00~20:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
공감동물병원,반려동물업,반려의료,동물병원,서울특별시,강서구,마곡동,751 번지,마곡중앙로,36 번,37.55742,126.827,7811,서울특별시 강서구 마곡중앙로 36,서울 강서구 마곡동 751,02-2666-0829,https://blog.naver.com/gonggam0829,매주 일요일,"월~금 10:00~20:00, 토 10:00~17:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
공덕 건강한 동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,공덕동,256-13 번지,만리재로,15 번,37.54458,126.9528,4214,서울특별시 마포구 만리재로 15,서울 마포구 공덕동 256-13,02-701-0705,https://kkhah.modoo.at/,매주 일요일,"월~금 10:00~20:00, 토 10:00~18:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
공원옆동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,신정동,321-6 번지,목동서로,349 번,37.51741,126.8653,8095,서울특별시 양천구 목동서로 349,서울 양천구 신정동 321-6,02-2650-8275,https://www.instagram.com/park.vets/,매주 일요일,"월~금 10:00~19:30, 토 10:00~17:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
관악동물종합병원,반려동물업,반려의료,동물병원,서울특별시,관악구,봉천동,1665-4 번지,남부순환로,1859 번,37.48014,126.9565,8739,서울특별시 관악구 남부순환로 1859,서울 관악구 봉천동 1665-4,02-883-2733,정보없음,매주 일요일,"월~금 10:00~20:00, 토 10:00~19:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
광진동물의료센터,반려동물업,반려의료,동물병원,서울특별시,광진구,구의동,68-37 번지,광나루로,507 번,37.54523,127.0859,4976,서울특별시 광진구 광나루로 507,서울 광진구 구의동 68-37,02-457-4545,http://kjamc.com/,연중무휴,매일 00:00~24:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
광화문동물병원,반려동물업,반려의료,동물병원,서울특별시,종로구,통인동,147-7 번지,자하문로,35-3 번,37.57904,126.9712,3040,서울특별시 종로구 자하문로 35-3,서울 종로구 통인동 147-7,02-722-8275,https://gwanghwamunah.modoo.at/,매주 일요일,"월~금 09:00~20:30, 토 09:00~19:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
교대동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,서초동,1690-2 번지,서초대로,325 번,37.49496,127.017,6606,서울특별시 서초구 서초대로 325,서울 서초구 서초동 1690-2,02-596-1175,https://blog.naver.com/kyodaeah,매주 일요일,월~토 10:00~19:00,N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
구로다나은동물병원,반려동물업,반려의료,동물병원,서울특별시,구로구,신도림동,400-1 번지,신도림로,7 번,37.50616,126.8772,8206,서울특별시 구로구 신도림로 7,서울 구로구 신도림동 400-1,02-2672-7582,https://blog.naver.com/danaeunah,연중무휴,"월~금 10:00~20:00, 토, 법정공휴일 10:00~19:00, 일 10:00~17:00",Y,Y,모두 가능,제한사항 없음,Y,Y,"일반동물병원, 일요일 예약진료",없음,,,,
구로종합동물병원,반려동물업,반려의료,동물병원,서울특별시,구로구,신도림동,432-1 번지,경인로,638 번,37.50669,126.8862,8209,서울특별시 구로구 경인로 638,서울 구로구 신도림동 432-1,02-2631-0085,http://www.guroah.com/,"매주 일요일,법정공휴일","월~금 10:00~20:00, 토 10:00~16:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
구름동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,신정동,1320-2 번지,신정이펜2로,22 번,37.5129,126.8326,8049,서울특별시 양천구 신정이펜2로 22,서울 양천구 신정동 1320-2,02-2694-8275,정보없음,매주 일요일,"월~금 10:00~20:00, 토 10:00~19:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
굿모닝 동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,염리동,164-4 번지,독막로,295 번,37.54476,126.946,4151,서울특별시 마포구 독막로 295,서울 마포구 염리동 164-4,02-711-3375,https://blog.naver.com/evaguyl,매주 일요일,"월~금 10:00~20:00, 토 10:00~16:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
굿모닝 동물병원,반려동물업,반려의료,동물병원,서울특별시,구로구,개봉동,353-15 번지,개봉로,121 번,37.49666,126.8562,8274,서울특별시 구로구 개봉로 121,서울 구로구 개봉동 353-15,02-2060-8673,http://cafe.naver.com/gmvet/,"매주 토, 일",월~금 10:00~20:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
굿모닝동물병원,반려동물업,반려의료,동물병원,서울특별시,강남구,청담동,44-15 번지,학동로,413 번,37.51815,127.0452,6069,서울특별시 강남구 학동로 413,서울 강남구 청담동 44-15,02-548-5466,https://blog.naver.com/evaguyl,매주 일요일,"월~금 10:00~20:00, 토 10:00~16:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
굿모닝동물병원,반려동물업,반려의료,동물병원,서울특별시,강서구,방화동,830-3 번지,방화대로47가길,7 번,37.57651,126.813,7511,서울특별시 강서구 방화대로47가길 7,서울 강서구 방화동 830-3,02-2665-8256,정보없음,법정공휴일,"월~금 10:00~19:00, 토~일 10:00~18:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
굿파파 24시 반려동물건강검진센터,반려동물업,반려의료,동물병원,서울특별시,동작구,사당동,148-9 번지,사당로,289 번,37.48485,126.9797,7008,서울특별시 동작구 사당로 289,서울 동작구 사당동 148-9,02-593-8275,https://blog.naver.com/shysky3620,연중무휴,매일 00:00~24:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
그랜드동물병원,반려동물업,반려의료,동물병원,서울특별시,동대문구,답십리동,250-1 번지,전농로,77 번,37.5718,127.0571,2599,서울특별시 동대문구 전농로 77,서울 동대문구 답십리동 250-1,02-2214-6129,정보없음,매주 일요일,"월~금 10:00~20:00, 토, 법정공휴일 10:00~19:00",N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
그레이스 동물병원,반려동물업,반려의료,동물병원,서울특별시,강남구,논현동,122-20 번지,학동로6길,18 번,37.51063,127.0242,6110,서울특별시 강남구 학동로6길 18,서울 강남구 논현동 122-20,02-3442-5554,https://www.instagram.com/the_grace_ah,연중무휴,매일 10:00~20:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
그린동물병원,반려동물업,반려의료,동물병원,서울특별시,노원구,상계동,670-2 번지,노원로,540 번,37.66144,127.0591,1676,서울특별시 노원구 노원로 540,서울 노원구 상계동 670-2,02-936-0907,정보없음,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
그린동물병원,반려동물업,반려의료,동물병원,서울특별시,동대문구,용두동,790 번지,정릉천동로,58 번,37.57719,127.0362,2566,서울특별시 동대문구 정릉천동로 58,서울 동대문구 용두동 790,02-957-7075,정보없음,매주 일요일,"월~금 10:00~19:00, 토 10:00~18:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
그린동물병원,반려동물업,반려의료,동물병원,서울특별시,금천구,독산동,193-31 번지,독산로,272 번,37.47098,126.9032,8557,서울특별시 금천구 독산로 272,서울 금천구 독산동 193-31,02-856-4113,정보없음,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
그림책 읽어주는 동물병원,반려동물업,반려의료,동물병원,서울특별시,영등포구,당산2동,94-1 번지,당산로36길,12 번,37.52808,126.8978,7220,서울특별시 영등포구 당산로36길 12,서울 영등포구 당산동4가 94-1,02-6933-0113,정보없음,"매주 토, 일",월~금 09:30~19:30,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
금강동물병원,반려동물업,반려의료,동물병원,서울특별시,용산구,이촌동,301-263 번지,이촌로,300 번,37.51784,126.9803,4425,서울특별시 용산구 이촌로 300,서울 용산구 이촌동 301-263,02-798-7512,정보없음,연중무휴,매일 09:30~21:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
금강종합동물병원,반려동물업,반려의료,동물병원,서울특별시,구로구,오류동,48-1 번지,경인로,196 번,37.49538,126.8429,8271,서울특별시 구로구 경인로 196,서울 구로구 오류동 48-1,02-2686-8008,정보없음,매주 일요일,"월~금 09:30~19:30, 토 09:30~18:30",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
금나래동물병원,반려동물업,반려의료,동물병원,서울특별시,금천구,독산동,1150 번지,벚꽃로,30 번,37.45822,126.8937,8608,서울특별시 금천구 벚꽃로 30,서울 금천구 독산동 1150,02-809-0075,정보없음,매주 일요일,"월~토 10:00~20:00, 일 14:00~20:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
금란동물병원,반려동물업,반려의료,동물병원,서울특별시,중랑구,망우동,364-27 번지,용마산로,532 번,37.59845,127.1006,2176,서울특별시 중랑구 용마산로 532,서울 중랑구 망우동 364-27,02-492-7582,https://blog.naver.com/vca55,"매주 토, 일",월~금 10:00~20:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
금쪽같은내새끼 동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,갈현동,462-25 번지,연서로,185 번,37.61536,126.9178,3334,서울특별시 은평구 연서로 185,서울 은평구 갈현동 462-25,02-384-7743,정보없음,연중무휴,매일 10:00~20:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
금천 24시 K동물의료센터,반려동물업,반려의료,동물병원,서울특별시,금천구,시흥동,999-1 번지,시흥대로,251 번,37.4561,126.8996,8614,서울특별시 금천구 시흥대로 251,서울 금천구 시흥동 999-1,02-808-2475,http://www.instagram.com/k_vet_clinic,연중무휴,매일 00:00~24:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
금천종합동물병원,반려동물업,반려의료,동물병원,서울특별시,금천구,독산동,378-397 번지,독산로,188 번,37.46385,126.9035,8562,서울특별시 금천구 독산로 188,서울 금천구 독산동 378-397,02-894-8085,정보없음,매주 일요일,"월~금 10:00~19:30, 토 10:00~18:30",N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
금호동물병원,반려동물업,반려의료,동물병원,서울특별시,성동구,금호2.3가동,1217 번지,금호로,105 번,37.55237,127.0246,4728,서울특별시 성동구 금호로 105,서울 성동구 금호동2가 1217,02-2281-0049,https://blog.naver.com/kumhoah,연중무휴,"월~금 10:00~20:00, 토 10:00~17:30, 일 12:00~17:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
기린동물병원,반려동물업,반려의료,동물병원,서울특별시,성동구,마장동,791-9 번지,마장로,296 번,37.5657,127.0428,4758,서울특별시 성동구 마장로 296,서울 성동구 마장동 791-9,02-2291-8275,https://blog.naver.com/kirinvet,매주 일요일,"월~금 10:00~18:30, 토 10:00~13:30",N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
길음동물병원,반려동물업,반려의료,동물병원,서울특별시,성북구,길음동,1276 번지,동소문로,248 번,37.60346,127.0245,2735,서울특별시 성북구 동소문로 248,서울 성북구 길음동 1276,02-913-1874,정보없음,매주 일요일,"월~금 09:00~19:00, 토 09:00~15:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
길종합동물병원,반려동물업,반려의료,동물병원,서울특별시,강동구,길동,151 번지,천호대로,1199 번,37.53509,127.1442,5350,서울특별시 강동구 천호대로 1199,서울 강동구 길동 151,02-484-0075,정보없음,매주 일요일,"월~금 10:00~19:00, 토 10:00~16:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
김미경 동물병원,반려동물업,반려의료,동물병원,서울특별시,도봉구,도봉동,636-12 번지,마들로,664 번,37.66943,127.0465,1330,서울특별시 도봉구 마들로 664,서울 도봉구 도봉동 636-12,02-955-6530,https://blog.naver.com/mkjh5747,연중무휴,"월~토 10:00~21:00, 일 10:00~17:30",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
김민재동물병원,반려동물업,반려의료,동물병원,서울특별시,송파구,오금동,120-7 번지,동남로,318 번,37.50369,127.1387,5730,서울특별시 송파구 동남로 318,서울 송파구 오금동 120-7,02-443-8973,https://blog.naver.com/kmjhkn0075,매주 일요일,"월~금 10:00~20:00, 토 10:00~19:00",N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
김정복동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,갈현동,394-19 번지,통일로,879 번,37.62138,126.9195,3329,서울특별시 은평구 통일로 879,서울 은평구 갈현동 394-19,02-357-8538,정보없음,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
김태화종합동물병원,반려동물업,반려의료,동물병원,서울특별시,강동구,둔촌동,53 번지,천호대로,1186 번,37.53399,127.1432,5361,서울특별시 강동구 천호대로 1186,서울 강동구 둔촌동 53,02-486-4252,정보없음,"매주 토, 일",월~금 10:00~19:00,Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
꿈꾸는 동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,반포동,30-25 번지,서초중앙로,238 번,37.50296,127.0121,6597,서울특별시 서초구 서초중앙로 238,서울 서초구 반포동 30-25,02-592-0202,정보없음,매주 일요일,"월, 목~금 10:00~19:00, 화 10:00~23:00, 수 14:00~19:00, 토 10:00~16:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
꿈의숲동물병원,반려동물업,반려의료,동물병원,서울특별시,성북구,장위동,319 번지,돌곶이로,220 번,37.61902,127.0464,2757,서울특별시 성북구 돌곶이로 220,서울 성북구 장위동 319,02-915-5485,정보없음,매주 일요일,"월~금 10:00~19:30, 토, 법정공휴일 10:00~17:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
꿈이크는 동물병원,반려동물업,반려의료,동물병원,서울특별시,송파구,잠실동,222-6 번지,백제고분로,115 번,37.50687,127.08,5570,서울특별시 송파구 백제고분로 115,서울 송파구 잠실동 222-6,02-420-7580,https://blog.naver.com/rokvet,매주 일요일,"월~수, 금 10:00~20:00, 목 14:00~20:00, 토 10:00~19:00",Y,Y,모두 가능,제한사항 없음,Y,Y,일반동물병원,없음,,,,
